ID,Season,team,score,Oscore,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf,Ofgm,Ofga,Ofgm3,Ofga3,Oftm,Ofta,Oor,Odr,Oast,Oto,Ostl,Oblk,Opf,Margin,Win,fgp,fgp3,ftp,atr,Ofgp,Ofgp3,Oftp,Oatr,Num.T.W.p,Num.H.W.p,Num.A.W.p,Num.N.W.p,SeedNum.ThisYr,SeedNum.LastYr,Num.TR.W.ThisYr,Num.TR.G.ThisYr,Num.TR.W.LastYr,Num.TR.G.LastYr,Win.first,Rb.Margin,St.Margin,Tur.Margin,Pf.Margin,blk.Margin,Conference,Team_Name,Rank,Pyth,Adjust.O,Adjust.O.Rank,Adjust.D,Adjust.D.Rank,Adjust.T,Adjust.T.Rank,Luck,Luck.Rank,SOS.Pyth,SOS.Pyth.Rank,SOS.Opp.O,SOS.OppO.Rank,SOS.OppD,SOS.OppD.Rank,NCSOS.Pyth,NCSOS.Pyth.Rank
2011_1171,2011,1171,-1.681512505,0.498021783,-1.15848669,-0.116017156,-0.95255342,-0.868978503,-1.556020537,-1.703927992,-0.964662182,-1.277956838,-2.056444571,0.077250288,0.061197887,-0.766836893,0.035730239,0.358631826,-0.124879172,1.596227331,1.184524639,-0.197279259,-0.304759895,0.37040879,1.520681232,0.544328554,0.34895328,0.518104732,1.239031231,-1.140761548,-1.681251337,0.178571429,0.395166558,0.326436782,0.696902655,-1.422316826,0.450326797,0.36967632,0.703041145,0.063894398,0.178571429,0.166666667,0.2,0,20,20,0,0,0,0,0,-1.892295558,-0.294964582,-0.241412136,0.948436726,-1.249185534,Ivy,Dartmouth,321,0.1345,90.1,328,105.9,255,66.4,179,-0.014,217,0.4739,174,101.6,178,102.5,191,0.445,217
2011_1172,2011,1172,0.369168586,0.027167477,-0.06960483,0.386945926,1.13230294,1.503442274,0.403406108,0.010847725,0.951546601,0.311466977,-0.299202061,0.581121065,-1.382150828,-0.581340262,1.862710626,-0.588275116,-0.86065438,-1.386071776,-1.501599744,1.696785448,1.645909464,-1.123375298,-0.284071512,-1.610729021,-0.414521532,-0.221716982,0.389705028,0.956102374,0.267926045,0.533333333,0.42145821,0.336779911,0.730031949,-0.570110443,0.43614304,0.340229885,0.7,-1.008573194,0.533333333,0.470588235,0.625,0.6,20,20,0,0,0,0,0,1.092235549,-1.041330618,0.867176205,1.005457471,-0.68135394,SC,Davidson,149,0.5332,103.9,115,102.7,191,68.5,71,-0.035,267,0.4674,180,102.3,143,103.5,261,0.6099,57
2011_1173,2011,1173,-0.338277595,-0.804995439,-0.255420847,0.671932664,0.378456572,0.251755322,-0.610857774,-0.552677359,1.150520876,1.254274804,1.077327153,-0.111153567,-1.298651316,-0.359649167,0.199923912,-0.835720398,-0.249659763,0.197092923,0.878811035,-0.421448152,-0.210112033,-0.763427325,0.16052311,-0.06706605,-0.571497661,-1.50237388,0.477018936,-0.704688078,0.332744296,0.628571429,0.408704352,0.354545455,0.681952663,0.658883636,0.410958904,0.31779661,0.66854725,0.296138226,0.628571429,0.7,0.545454545,0.5,20,20,0,0,0,0,0,1.257238113,-0.110084921,0.408623755,0.755062023,-0.535559341,A10,Dayton,101,0.6433,102.3,152,97.2,71,66.5,174,0.062,36,0.5868,80,102.5,134,99.4,53,0.5116,149
2011_1174,2011,1174,-1.029793354,-0.387271106,-1.272973332,-1.180804138,-0.293317811,-0.418430288,-0.060466794,-0.057850365,-1.074195706,0.181470922,-1.350392074,-1.090910152,-2.209065354,0.621104067,0.533860044,-0.501420321,-0.221344701,-1.691189608,-1.253620341,0.740163822,0.551241032,0.12831475,0.245115197,-1.242577432,-2.422066695,-0.642238557,-0.827312592,-0.30722372,-0.51648737,0.451612903,0.416195857,0.347992352,0.691107644,-0.380367018,0.422209026,0.307692308,0.711840228,1.046296593,0.451612903,0.4,0.538461538,0.333333333,20,20,0,0,0,0,0,-0.554824025,-1.471170306,1.197151914,0.754102347,0.926594639,CAA,Delaware,196,0.4061,98.5,231,101.9,163,64.7,262,0.058,44,0.5541,104,104.4,63,102.4,184,0.4951,162
2011_1175,2011,1175,-1.400816117,-0.352398749,-0.954089071,-0.936316823,0.284225777,0.396366138,-1.960086403,-2.339190166,-1.526980786,-4.156440912,-0.898046463,-1.609621443,1.343511828,0.386861665,-1.86031574,0.579127622,-1.308143396,-1.391113701,-1.82809,-1.220658989,-1.089644608,0.964322946,-0.024096691,0.414244596,0.60582331,-1.663093769,-0.546935084,-2.694853173,-0.831847343,0.25,0.421917808,0.340740741,0.724565757,0.3074638,0.493661972,0.359375,0.67209776,-0.195339001,0.25,0.2,0.428571429,0,20,20,0,0,0,0,0,-2.874753572,2.272808479,-1.923191039,0.390625082,0.592430449,MEAC,Delaware St.,311,0.1669,96.3,269,110.8,324,61.4,334,-0.065,314,0.3806,284,98.7,306,103,224,0.7241,12
2011_1176,2011,1176,-1.592511211,-1.607369614,-1.977315938,-3.527385441,1.242238868,0.38993899,-1.08870958,-1.453280332,-3.549885919,-2.745010316,0.250867684,-0.74792939,-0.686321558,0.147073337,1.589054505,-2.40614045,-3.892679313,-2.409582712,-3.496158402,1.666463085,1.721319956,-1.904462399,-1.268710448,-3.1283752,0.244778212,-1.078889726,-0.832689695,-0.299541803,-0.051179187,0.433333333,0.453927492,0.401384083,0.724752475,0.535564032,0.456487342,0.408934708,0.691232529,-2.452456548,0.433333333,0.523809524,0.333333333,0,20,20,0,0,0,0,0,-1.491125202,0.132997595,-0.861213799,1.751685492,0.527206549,SB,Denver,217,0.3644,97.1,252,101.9,167,57.9,345,-0.057,305,0.3736,289,100,250,104.6,319,0.4672,196
2011_1177,2011,1177,-0.083685309,1.65020444,0.455715032,0.97933074,-0.798668451,-0.461969028,-0.599976898,-0.549666242,-0.097463639,-2.267730114,0.907402541,-0.00260581,0.91543253,-0.053163781,0.569170511,2.187205827,0.351896501,-1.793654551,-2.124899324,0.622786935,0.394859827,0.981739783,1.197991587,1.949375178,1.116110816,0.049029785,1.269757533,-1.14525098,-1.288516157,0.225806452,0.425555556,0.314065511,0.682804674,0.48165189,0.500860585,0.349875931,0.71574344,0.477321766,0.225806452,0.4,0.083333333,0,20,20,0,0,0,0,0,-2.013883879,0.755337431,-0.987514846,1.459464167,-0.658828798,BE,DePaul,195,0.4128,101.8,162,105,241,69.7,46,-0.045,290,0.6812,31,105.3,36,98.6,21,0.3327,321
2011_1178,2011,1178,1.079239164,0.895305104,0.899425699,0.139604395,-0.908382734,-1.22899918,1.610626082,1.80621963,0.565493251,1.136423826,-0.308686022,1.328711946,0.825367532,1.540560223,0.314273076,1.107398798,1.799269811,1.265350951,1.770723054,-0.483581921,-0.384114048,1.372638928,-1.055518535,0.468446245,0.284735772,1.541737362,0.532086231,1.3092523,0.178489325,0.5,0.46084507,0.354211663,0.685230024,-0.894770281,0.42703533,0.332402235,0.679873217,0.05513441,0.5,0.476190476,0.6,0,20,20,0,0,0,0,0,0.810644819,-0.323852029,0.894733444,-0.750564572,1.049237538,Horz,Detroit,128,0.5732,106.1,88,103.4,208,71,24,-0.022,234,0.5423,115,102,156,100.5,87,0.5201,132
2011_1179,2011,1179,-0.745342569,-0.159438377,-0.87017216,-1.024272626,0.265227632,0.125803966,-0.425429511,-0.385727616,-1.914185284,-0.760529477,-0.689574138,-0.853461932,-0.592945759,-0.543540398,-0.295935935,0.112648614,-0.415663752,-0.734850135,-0.489575694,-0.242867603,-0.480874919,-0.749493855,1.044850738,-0.145955676,-0.198621811,0.152720037,-1.687649053,-0.16056895,-0.463410391,0.419354839,0.427238806,0.354275742,0.685154976,-0.052442805,0.449519231,0.327619048,0.717607973,-0.047558617,0.419354839,0.5,0.285714286,0.25,20,20,0,0,0,0,0,-1.442205457,-0.613037116,-0.56082212,-0.152791422,0.35480258,MVC,Drake,198,0.3997,99.9,203,103.5,211,66,206,-0.01,205,0.5017,152,101.5,181,101.4,134,0.3902,280
2011_1180,2011,1180,-0.881384249,-1.786815011,-0.33310393,-0.105954416,-2.022148946,-1.996709625,-0.425429511,0.422255609,1.523911592,1.914751655,-0.891490729,-0.991973394,-1.885841435,-0.604837475,-0.031107431,-1.480611325,-0.74600614,-2.34013425,-1.655749102,-0.404260822,-0.366195369,-2.212508197,-0.435510795,-2.025878686,-2.093383539,-1.126126396,2.829117369,-0.118667587,0.636730631,0.677419355,0.423938679,0.30952381,0.615835777,-0.109501014,0.4,0.285388128,0.686786297,-0.091900356,0.677419355,0.631578947,0.8,0.5,20,20,0,0,0,0,0,2.525413445,-0.868157794,0.992339405,0.065534855,-1.880384561,CAA,Drexel,96,0.6496,96.6,264,91.5,12,64.2,283,0.066,30,0.5359,122,104.4,59,103.1,235,0.5295,125
2011_1181,2011,1181,2.444361948,-0.86112489,2.228829997,1.595942131,1.462110725,1.083976391,1.185633531,0.582405737,0.705754849,1.520773841,0.921439523,-0.808067419,0.93127684,0.981675108,-0.536877946,0.046262783,1.497521614,-1.751463104,-1.501599744,-1.270346894,-0.901571022,1.440724675,-0.510579839,-0.553733094,0.86647084,-0.431808341,-0.715026032,0.837669404,2.545656957,0.882352941,0.468857283,0.375172414,0.749672346,1.04657808,0.399804018,0.31643002,0.644480519,-0.991657042,0.882352941,0.80952381,1,1,1,1,2,3,6,6,1,0.748893887,1.091632871,-1.46189676,-1.182185003,1.178091414,ACC,Duke,4,0.9379,117.7,5,93,21,69.3,51,0.018,138,0.6866,28,105.1,39,98.2,11,0.5829,68
2011_1182,2011,1182,1.593593457,-0.211738895,1.414104029,1.181562258,1.120930257,1.184245756,0.746609679,1.724073659,0.778227179,-0.616955623,2.727816701,-0.233230805,2.870565719,1.769895839,0.055951135,-0.166629709,0.231954741,-0.11063841,0.139039382,-0.135103479,-0.059184912,2.152151257,0.659945005,-0.036563605,3.984254711,-0.991448254,0.770984886,2.104994402,1.400440142,0.586206897,0.452408931,0.350877193,0.622641509,1.812253832,0.422483014,0.33271028,0.683860233,-1.966202058,0.586206897,0.625,0.636363636,0,20,20,0,0,0,0,0,-1.023523833,3.136996929,-3.718348296,-1.634167068,1.128245444,A10,Duquesne,60,0.7727,105.7,92,95.1,43,72.1,13,-0.148,344,0.5472,110,103,105,101.3,127,0.4949,163
2011_1183,2011,1183,-1.649309758,-0.466108463,-1.108247544,-1.042438011,-1.897042647,-1.987034349,-1.004903326,-1.298666258,-0.369501608,-0.149275885,-0.324492624,0.319854737,-0.60591462,-0.746728857,0.054553147,-0.754055288,-0.675475521,0.958983932,0.706881486,-0.129294597,-0.125638602,-0.563456229,-0.58297976,0.62864223,-0.825196456,0.234648136,-0.727736613,-1.114988885,-0.941460624,0.259259259,0.418870622,0.321212121,0.716738197,-0.460787778,0.424964937,0.360747664,0.69133574,1.069172896,0.259259259,0.214285714,0.307692308,0,20,20,0,0,0,0,0,0.260505068,-0.679179514,1.004350015,0.9456821,-0.281484543,OVC,Eastern Illinois,306,0.1756,91.8,313,105,242,64.1,285,-0.016,221,0.3977,265,100.6,224,104.3,306,0.4369,227
2011_1184,2011,1184,-0.799290132,-0.712746432,-1.007911641,-1.4510459,1.319952197,1.242422522,-0.932656556,-1.405296654,-1.852886927,-2.228101132,0.294690125,-0.952398691,-0.411828908,-0.982131553,-0.113904389,-0.73434302,-1.91795104,-0.585274872,-1.164874683,-0.056683576,0.007681534,-0.897476915,-0.285890426,0.026235548,0.119394144,-1.250077961,-0.436082003,-1.097570119,-0.095365633,0.448275862,0.433151432,0.359177215,0.737804878,0.711999838,0.461756374,0.371621622,0.685337727,-0.144692874,0.448275862,0.4,0.545454545,0.333333333,20,20,0,0,0,0,0,-1.360999464,0.484221726,-0.926895052,0.77147579,-0.62208354,OVC,Eastern Kentucky,240,0.3198,100.6,189,107.4,277,62,327,-0.027,249,0.3555,309,98.4,314,103.6,270,0.3653,306
2011_1185,2011,1185,-1.667819998,-0.59022822,-1.753097944,-0.485729682,0.431461395,1.04711481,-1.222226996,-0.601942589,-0.68350288,0.28643668,-0.064812736,0.756380466,0.120840396,0.285064733,0.719870541,-0.762221799,-0.910136339,-1.693629249,-1.650004406,0.744879858,0.676345996,-1.195364892,1.840940069,-0.301217175,0.220518265,0.785971214,-0.725531716,-0.723244396,-0.863900324,0.214285714,0.382254837,0.318181818,0.621973929,-0.514041954,0.431022649,0.328282828,0.700310559,-0.444223028,0.214285714,0.277777778,0.142857143,0,20,20,0,0,0,0,0,-0.673669752,-0.423353235,0.457754375,1.26452999,0.592430449,MAC,Eastern Michigan,285,0.2166,88.2,334,98.7,99,67.4,128,-0.109,336,0.4107,251,99.7,262,102.8,212,0.459,204
2011_1186,2011,1186,-0.668267007,0.519642644,-0.991252274,0.068839107,1.138192364,1.010962106,-0.519503752,-0.238935633,0.354623775,-1.131946776,-0.918369237,-0.010379412,-0.743975983,0.454726286,0.895792333,-0.063985114,-0.555157071,-0.672639276,-0.848619231,1.573330115,1.276551952,0.262424398,0.616420984,0.566009213,-0.400250975,0.709437934,1.17949902,-0.073773269,-0.906637632,0.285714286,0.39689722,0.360406091,0.661946903,-0.668110462,0.446979866,0.348888889,0.721264368,0.645437821,0.285714286,0.3,0.25,0,20,20,0,0,0,0,0,-0.758690157,-1.116651961,0.344376022,0.911249283,-0.184501294,BSky,Eastern Washington,253,0.2805,98,240,106.4,263,65.3,246,-0.032,264,0.4507,206,101.3,194,103.1,232,0.5744,76
2011_1187,2011,1187,-0.205916697,-0.019917954,-1.318288464,-1.446212015,1.022367011,0.896076847,1.354424899,1.426574855,-0.501830715,-0.759273476,-0.185394527,-0.032286837,0.120840396,-0.676350732,0.549161247,-0.108084273,-0.34862368,-0.009626034,0.202085777,0.150344967,0.396249882,0.892333351,-0.037911778,0.190211112,0.025011631,-0.257432513,0.611958613,1.129294675,-0.145913552,0.5,0.421226104,0.359550562,0.693135935,-0.192714242,0.439703154,0.335125448,0.668674699,0.039046562,0.5,0.533333333,0.5,0.428571429,20,20,0,0,0,0,0,-0.856306178,0.276792886,-0.049928695,-0.38287373,-0.869352238,CUSA,East Carolina,151,0.5237,103.2,130,102.4,176,66.1,197,0.028,108,0.5558,101,102.5,129,100.6,88,0.4341,232
2011_1188,2011,1188,-1.170782004,2.499825232,-1.05814604,-0.439053476,0.241821918,0.677875193,-1.147738332,-1.044292494,-2.088434285,-1.19535686,-0.155045852,2.065568189,-0.864453851,-0.511665918,1.322695881,2.392338044,1.006751704,-0.849610871,-1.343697183,1.769559117,1.620054439,1.033432957,1.941915797,2.274445198,-0.290653095,2.55695133,-0.199266975,-1.291067723,-2.76656527,0.16,0.406110283,0.324055666,0.672605791,-1.086544099,0.489041096,0.365591398,0.708333333,1.842548201,0.16,0.133333333,0,1,20,20,0,0,0,0,0,-2.78897743,-2.460110826,2.038248616,2.293134661,-0.337585623,ind,SIU Edwardsville,341,0.0547,85.5,342,109.6,308,70.7,27,0.053,49,0.4214,241,101.9,161,104.7,324,0.4214,246
2011_1189,2011,1189,0.762599946,1.406097945,-0.043590588,0.484765698,2.198288818,2.360663056,0.727830006,0.422255609,-0.705130518,-0.255886406,0.382288288,-0.623787314,-0.982546019,-0.868633825,0.44621442,1.55298405,0.606593258,0.613051801,-0.299521981,0.16009144,0.353158173,0.262424398,1.313454925,0.045673381,0.006459906,-0.70642776,-0.368338453,0.877238023,-0.447211573,0.392857143,0.42008844,0.354196302,0.722402597,0.540927385,0.4718398,0.392197125,0.673701299,-0.052597266,0.392857143,0.357142857,0.5,0.25,20,20,0,0,0,0,0,-1.174345471,-0.371997774,-0.54375441,-0.27874889,-0.558579541,SC,Elon,235,0.3276,102.8,143,109.5,307,68.4,76,-0.014,219,0.4287,228,101,205,103.6,268,0.6113,55
2011_1190,2011,1190,-0.070931401,-0.927153304,-0.157402898,-0.648923102,-1.0372139,-1.102464716,0.734418037,1.080205718,0.357327229,0.680142383,-1.375631648,0.044389151,0.016466005,0.471692441,-0.147521628,-0.870172866,-0.045546684,0.702861104,1.082496434,-0.853135713,-0.576006818,0.616748184,-0.775292053,-0.688758967,0.134894921,-0.634677809,0.427904863,1.065700627,0.631905451,0.65625,0.443724219,0.334736842,0.667979003,-0.981745866,0.404667046,0.333333333,0.658496732,-0.665941263,0.65625,0.588235294,0.9,0.4,20,20,0,0,0,0,0,0.637061492,0.440060457,-0.080792802,-0.994607166,0.193173859,ASun,East Tennessee St.,108,0.628,102.9,142,98.3,92,65.7,225,0.03,104,0.4617,191,101.6,179,102.9,219,0.7049,17
2011_1191,2011,1191,-0.57454416,-0.190863581,-0.918207357,-1.573752212,-1.466354958,-1.736227851,1.136742239,0.973024784,-1.832005069,-0.757930855,0.569397964,-0.338990788,-0.670965326,-1.440802785,1.018465766,-0.450486365,-1.284403925,0.290977059,0.124710656,0.241312054,0.21942528,-1.36665048,0.205216432,0.214633004,0.739425251,-0.326400435,1.058381764,1.970621065,-0.306841622,0.482758621,0.439862543,0.343085106,0.711143695,0.477283647,0.453496266,0.353932584,0.694888179,-0.412029275,0.482758621,0.5,0.5,0,20,20,0,0,0,0,0,-0.768136869,-0.358716189,-0.945139844,-0.610871225,-1.73340353,MVC,Evansville,167,0.4795,100.4,192,101.1,140,67.2,139,0.044,67,0.5581,100,102.8,117,100.8,98,0.5131,144
2011_1192,2011,1192,-0.759629078,0.838985246,-0.864384787,0.244532236,-0.869289139,-0.665775373,0.203816553,0.409738128,0.903518327,0.772657379,-0.647165324,0.951281006,-0.527000649,0.131784296,0.150315314,0.755904423,0.969362038,0.437019047,0.010080848,0.366783898,0.386591396,0.483978582,0.914593005,1.072888085,-1.451351328,0.523382889,1.978051775,-0.134561207,-1.214640989,0.172413793,0.397404203,0.320512821,0.675039246,-0.931957444,0.435502959,0.366920152,0.691107644,2.103477473,0.172413793,0.1875,0.153846154,0,20,20,0,0,0,0,0,0.116596541,-0.804977438,2.101740494,0.25085159,-0.844347538,NEC,Fairleigh Dickinson,322,0.1329,92,312,108.3,296,67.3,132,-0.026,245,0.403,255,100.1,248,103.6,267,0.4734,193
2011_1193,2011,1193,-0.603117177,-2.16436639,-0.232403637,-0.304227666,-1.702980121,-1.539552851,-0.092202683,0.270026886,0.683922014,0.464071041,0.46685725,0.333779169,1.534945041,0.34526722,-0.719661541,-1.44741841,-0.677994472,-1.452104739,-1.173194588,-1.695406575,-1.283631769,-0.091137401,-0.690745543,-2.025878686,1.444793973,0.809424962,2.291407081,-0.265322357,1.133724162,0.774193548,0.432319618,0.307142857,0.659192825,0.012926687,0.399511301,0.318565401,0.634285714,-2.18693424,0.774193548,0.764705882,0.75,1,20,20,0,0,0,0,0,0.887170802,0.77853022,-0.987514846,-0.471883674,-0.814772087,MAAC,Fairfield,100,0.6438,97.1,253,92.2,17,66.4,181,0.043,73,0.3871,276,98.9,302,102.9,215,0.3697,297
2011_1194,2011,1194,-0.224204849,-0.483117978,0.032658054,-0.201672537,-0.72713061,-0.561057196,-0.203278292,0.247010872,-0.036165282,-0.858627449,-0.529433393,-1.354286627,-0.267864231,1.343986838,-0.208268568,-0.450486365,-0.3600483,-0.986890341,-1.265175765,0.13152419,0.096836796,0.614304572,-0.067620711,-1.480944106,-0.521304667,-0.954501153,-0.091205749,0.22376769,0.183163718,0.655172414,0.439163498,0.324947589,0.650641026,0.402197504,0.42765685,0.352402746,0.695934959,-0.841136688,0.655172414,0.571428571,0.75,0.666666667,20,20,0,0,0,0,0,-0.585717609,0.409844851,-0.707957542,-0.377487963,1.183811443,SB,Florida Atlantic,193,0.4243,100.3,193,103,195,64.1,289,0.134,3,0.4431,213,101.9,163,103.9,289,0.6003,60
2011_1195,2011,1195,-0.506239011,0.867978738,-0.832689273,0.117363876,-0.324348114,-0.138693882,0.468993611,1.003066739,1.274519338,-2.12E-05,-0.413009594,1.91017152,-0.046158629,-1.151403079,-0.125857185,0.817998066,0.55495991,2.249156721,1.905771297,-0.456102281,-0.260898691,0.161638966,0.419242014,0.979387125,0.904077956,2.135508065,-0.332619127,1.150943712,-1.038410998,0.333333333,0.401323706,0.329566855,0.651129944,-1.164248186,0.448154657,0.368575624,0.669983416,-0.009902862,0.333333333,0.333333333,0.333333333,0,20,20,0,0,0,0,0,0.289894838,-1.472716492,0.849539573,-1.042331051,-0.815638438,ASun,Florida Gulf Coast,279,0.2334,93,304,103.1,200,68.6,69,-0.001,182,0.4203,242,100.5,228,103.4,257,0.4856,177
2011_1196,2011,1196,0.620695785,-1.104105856,1.095517905,0.370280853,-0.012030135,-0.22151644,-0.471590804,-0.237757039,1.188270936,0.617645652,0.531937804,-0.692165035,-0.397868697,0.158589758,-2.429544165,-0.094052723,0.229122191,-0.609615204,-0.135377431,-2.060430908,-1.95812444,-0.573636575,-1.270308888,-0.812355152,-0.587065542,-0.237951314,-0.261902077,-0.281828955,1.302751677,0.787878788,0.461704423,0.355902778,0.666666667,0.690970444,0.425081433,0.318568995,0.669387755,-0.274812125,0.787878788,0.875,0.75,0.6,2,10,3,4,0,1,1,1.636480647,-0.182916303,-0.078788639,-2.085157102,0.261079088,SEC,Florida,16,0.8936,114.2,17,94.9,41,64,290,0.037,83,0.6782,34,104.9,48,98.3,14,0.5401,112
2011_1197,2011,1197,-1.298122317,0.224157544,-1.49295552,-0.127570673,-0.334163822,0.456620645,-0.308686779,0.551900951,1.111591127,0.2655781,-2.361286178,1.698399745,0.568159212,0.522590907,0.172558299,0.21163463,0.864759997,-0.445752615,-0.447926643,0.322532667,0.549379351,1.720213689,0.785969781,-0.496343112,0.09208325,1.704370583,-0.665999505,0.227766897,-1.17908797,0.285714286,0.383660131,0.299082569,0.616613419,-2.111440924,0.419852035,0.341719078,0.671406003,-0.501248878,0.285714286,0.304347826,0.25,0,20,20,0,0,0,0,0,-0.390268402,-0.65445281,1.383677591,-0.01843679,0.765081947,MEAC,Florida A&M,325,0.1158,88,335,105,239,67.6,118,0.006,164,0.2903,330,96.6,334,104.4,310,0.5455,99
2011_1198,2011,1198,0.543519838,1.557443971,-0.136498596,-0.254659354,-0.658082182,-0.555655068,2.045436089,2.250254925,0.159975027,-0.714775171,-1.324824713,0.756380466,1.4926181,0.217200112,1.306276514,0.964995263,0.660377995,1.142454009,1.154843707,1.313424152,1.126500463,1.585233199,0.390355922,0.717773831,0.86269334,0.36503817,1.477160073,1.851444713,-0.730346237,0.321428571,0.434496379,0.329718004,0.686922061,-1.243500306,0.45040549,0.35042735,0.711566618,-0.155132647,0.321428571,0.352941176,0.222222222,0.5,20,20,0,0,0,0,0,-1.004304661,1.04027741,-0.10913739,-0.241561447,-0.529804291,SB,FIU,284,0.2168,99.2,217,110.9,327,69.4,48,-0.013,213,0.371,293,98.6,307,103.2,244,0.4413,221
2011_1199,2011,1199,0.194581763,-1.266054488,0.338231357,0.363640123,-0.027343791,0.212881446,-0.123938571,0.188057573,0.801129862,1.877071639,-0.175604632,1.580382326,2.01978092,2.24547661,0.216065839,-1.729558191,0.439340074,0.392264244,1.588089575,0.035902502,-0.105560028,0.567219053,-0.537604694,-1.125082244,1.174113726,1.085932298,-0.182060246,0.572704903,1.090297543,0.677419355,0.435956347,0.330464716,0.663141994,-0.92070322,0.363584475,0.301470588,0.706896552,-1.51171302,0.677419355,0.705882353,0.727272727,0.333333333,10,9,2,3,0,1,1,1.271133921,1.01045811,0.326698752,-0.253557397,1.992207113,ACC,Florida St.,29,0.8558,102.1,156,87.5,1,68.4,78,-0.016,220,0.6584,43,105.1,42,99.2,46,0.4692,194
2011_1200,2011,1200,-0.805192075,1.08178503,-0.359477816,1.097102069,0.225331529,0.408417039,-1.520884375,-1.04273675,1.241356958,0.787042606,-0.166426605,0.296324539,-1.817541143,0.963710944,-0.277019613,1.056868511,1.467149057,1.25589734,1.347769768,0.030138459,0.13385215,1.04531124,1.012034842,1.56331956,-1.81303614,0.785971214,0.048387021,-0.932002972,-1.430169653,0.25,0.39608802,0.336414048,0.630218688,-0.352828245,0.433253874,0.347826087,0.681742044,3.013411309,0.25,0.375,0.142857143,0,20,20,0,0,0,0,0,0.025386911,-2.092405724,1.856087396,0.483593689,0.793857197,A10,Fordham,292,0.2061,96.3,270,108.3,295,68.4,79,0.012,147,0.5215,133,102.3,139,101.6,141,0.3664,303
2011_1201,2011,1201,-0.173967514,-0.060276894,-0.06960483,0.333029516,-0.159444221,0.794849275,-0.219675168,0.458556305,0.689131252,0.097318886,0.800937429,0.090394743,1.707331132,0.147073337,-0.308294598,-0.108084273,-0.378743133,0.131547888,-0.255000583,-0.001266845,0.116153769,-0.468269987,0.401659176,0.0890347,0.164863092,0.171153859,-0.610436109,-0.472734104,-0.091067341,0.433333333,0.422711058,0.294788274,0.631975867,0.357890076,0.440520446,0.363809524,0.680250784,-0.130798049,0.433333333,0.476190476,0.375,0,20,20,0,0,0,0,0,0.3075287,1.355257572,-0.067565328,0.08568805,0.41977895,WAC,Fresno St.,174,0.4571,100.5,190,102.1,169,66.7,165,-0.033,265,0.5063,147,101.5,183,101.3,120,0.4335,233
2011_1202,2011,1202,0.030507253,-0.786737823,-0.451147051,-1.176629965,0.692559225,0.277463911,0.518184238,0.119749812,-0.239415366,-0.116829204,-0.37507375,-0.277649998,-1.10381912,-0.201298384,0.074823971,-0.845520211,-0.740176568,-0.786082606,-0.448916008,0.05937788,0.213110116,-0.140717331,-1.339041801,-1.206023373,-0.774139574,-0.793165478,-1.721704038,0.826208149,0.606975354,0.666666667,0.446822309,0.373239437,0.730708661,-0.179310203,0.423320659,0.322896282,0.676970634,-0.451239178,0.666666667,0.5625,0.818181818,0.666666667,20,20,0,0,0,0,0,0.563219696,-0.418217689,0.443897021,-0.591123411,0.661491048,SC,Furman,150,0.5318,102.6,148,101.4,150,63.7,305,0.061,38,0.4418,214,101.6,177,103.7,273,0.5662,83
2011_1203,2011,1203,-0.658770591,-0.647651367,-0.450587605,0.102754268,-0.293317811,-0.222505957,-0.663448675,0.000699144,1.289495896,-0.647489429,-0.469301492,-0.47750225,0.053502079,0.559806989,-0.278280701,-0.80015656,-0.891745428,1.007053905,0.663193423,-0.477621376,-0.637256123,-0.310589552,-0.129229099,0.284860013,0.729424749,-0.953309311,0.301879014,-0.139618268,-0.033969378,0.548387097,0.414918415,0.336414048,0.626934985,-0.127386243,0.429102167,0.36497545,0.708688245,-0.359203743,0.548387097,0.642857143,0.5,0.333333333,20,20,0,0,0,0,0,0.443480086,0.685759064,-1.055785682,-0.152791422,0.328812032,A10,George Washington,165,0.4806,99.4,216,100,122,64.7,268,0.072,27,0.4852,170,101.8,167,102.3,180,0.3907,278
2011_1204,2011,1204,-1.116578564,1.353909659,-0.756739646,-1.194478156,-1.494786663,-1.515156144,-0.542523996,-0.441450597,-0.746148454,-2.127404537,-0.725653278,2.55883275,1.718848306,-0.818320399,1.867743382,0.755904423,-1.014367451,0.437019047,-0.047234056,1.527398458,1.512176572,-0.55862934,-0.413214427,1.177553339,1.214782433,1.520954617,-0.551040754,0.246163247,-1.87485871,0.068965517,0.435862995,0.324050633,0.678383128,-1.525642382,0.490993996,0.369731801,0.696765499,-0.076002449,0.068965517,0.125,0,0,20,20,0,0,0,0,0,-0.886709388,0.459429435,1.134766494,1.579340929,-0.427602542,SC,Georgia Southern,328,0.1079,88.4,332,106.2,259,67.3,134,-0.064,313,0.4404,215,102.4,137,104.6,317,0.4552,208
